alert_id,asset_id,date,event_time
FYFObaGlK4Q,HJ2slmw,2019-06-13T00:00:00.000+03:00,03:12:26
FYFObaGlK4Q,1sMsxbU,2019-06-13T00:00:00.000+03:00,03:12:26
FYFObaGlK4Q,KZZKuLr,2019-06-13T00:00:00.000+03:00,03:12:26
FYFObaGlK4Q,WJTdBrj,2019-06-13T00:00:00.000+03:00,03:12:26
HttiH0rqiG4,cKm0klv,2019-06-13T00:00:00.000+03:00,07:45:32
HttiH0rqiG4,ZSXKakk,2019-06-13T00:00:00.000+03:00,07:45:32
HttiH0rqiG4,zdmGtAq,2019-06-13T00:00:00.000+03:00,07:45:32
HttiH0rqiG4,BvUOdfv,2019-06-13T00:00:00.000+03:00,07:45:32
XhBrfwWdYgU,1vsecSJ,2019-06-17T00:00:00.000+03:00,12:08:55
XhBrfwWdYgU,EpijtMb,2019-06-17T00:00:00.000+03:00,12:08:55
05exWW0L1LJ,XzXUOZE,2019-06-15T00:00:00.000+03:00,09:34:13
2Jof51BvzqX,nCszvjj,2019-06-16T00:00:00.000+03:00,00:49:40
2Jof51BvzqX,A0vfPcy,2019-06-16T00:00:00.000+03:00,00:49:40
2Jof51BvzqX,mayTgJg,2019-06-16T00:00:00.000+03:00,00:49:40
2Jof51BvzqX,Ny0YpsW,2019-06-16T00:00:00.000+03:00,00:49:40
2Jof51BvzqX,J6hguI5,2019-06-16T00:00:00.000+03:00,00:49:40
GoRkTU71sLp,u7LEy66,2019-06-15T00:00:00.000+03:00,06:02:25
GoRkTU71sLp,XJSK9ZL,2019-06-15T00:00:00.000+03:00,06:02:25
vliWc3PkkOJ,AK0u8vW,2019-06-12T00:00:00.000+03:00,03:47:15
zkqGJIveVuo,fwy7AiL,2019-06-14T00:00:00.000+03:00,21:07:07
zkqGJIveVuo,UuYxaPk,2019-06-14T00:00:00.000+03:00,21:07:07
zkqGJIveVuo,s2iDTP7,2019-06-14T00:00:00.000+03:00,21:07:07
zkqGJIveVuo,V2FpmZd,2019-06-14T00:00:00.000+03:00,21:07:07
zkqGJIveVuo,JwxD1GX,2019-06-14T00:00:00.000+03:00,21:07:07
XTBrpBEIW2v,zXyeXwo,2019-06-12T00:00:00.000+03:00,14:28:06
XTBrpBEIW2v,kO2kfS5,2019-06-12T00:00:00.000+03:00,14:28:06
XTBrpBEIW2v,3K2YJ78,2019-06-12T00:00:00.000+03:00,14:28:06
XTBrpBEIW2v,QjX8Plr,2019-06-12T00:00:00.000+03:00,14:28:06
XTBrpBEIW2v,lD9a3bg,2019-06-12T00:00:00.000+03:00,14:28:06
gF33midLYxb,IthIjhB,2019-06-11T00:00:00.000+03:00,18:30:07
gF33midLYxb,lFmzXJk,2019-06-11T00:00:00.000+03:00,18:30:07
gF33midLYxb,hylDldM,2019-06-11T00:00:00.000+03:00,18:30:07
gF33midLYxb,YW2MUsl,2019-06-11T00:00:00.000+03:00,18:30:07
gF33midLYxb,QE7vteJ,2019-06-11T00:00:00.000+03:00,18:30:07
jlcYc5PQ5u5,M0dFnjF,2019-06-12T00:00:00.000+03:00,09:28:45
jlcYc5PQ5u5,TBKg2dM,2019-06-12T00:00:00.000+03:00,09:28:45
vliWc3PkkOJ,pNx4EFV,2019-06-14T00:00:00.000+03:00,20:04:44
vliWc3PkkOJ,khKo6gY,2019-06-14T00:00:00.000+03:00,20:04:44
vliWc3PkkOJ,aEAhDZt,2019-06-14T00:00:00.000+03:00,20:04:44
vliWc3PkkOJ,b9P401i,2019-06-14T00:00:00.000+03:00,20:04:44
vliWc3PkkOJ,UmcbLxM,2019-06-14T00:00:00.000+03:00,20:04:44
FYFObaGlK4Q,VKWI4As,2019-06-11T00:00:00.000+03:00,07:03:55
Hn3BVO7oeXP,DMpQWTI,2019-06-16T00:00:00.000+03:00,18:33:52
Hn3BVO7oeXP,IhDsDn1,2019-06-16T00:00:00.000+03:00,18:33:52
Hn3BVO7oeXP,JTOEXSq,2019-06-16T00:00:00.000+03:00,18:33:52
Ph5RppQOrFa,hkuMtdk,2019-06-15T00:00:00.000+03:00,02:54:11
Ph5RppQOrFa,GtCsXKa,2019-06-15T00:00:00.000+03:00,02:54:11
Ph5RppQOrFa,bbjSBUi,2019-06-15T00:00:00.000+03:00,02:54:11
Ph5RppQOrFa,SdHTI8B,2019-06-15T00:00:00.000+03:00,02:54:11
WD5Lr4HkCqo,1Rl3raW,2019-06-10T00:00:00.000+03:00,10:11:43
WD5Lr4HkCqo,TWY85mQ,2019-06-10T00:00:00.000+03:00,10:11:43
eyLiVKpbumX,A39g6yy,2019-06-15T00:00:00.000+03:00,09:10:12
eyLiVKpbumX,euBVhWz,2019-06-15T00:00:00.000+03:00,09:10:12
74oBBbuPaSg,lsQ1wJe,2019-06-12T00:00:00.000+03:00,01:33:40
74oBBbuPaSg,lLcpnm2,2019-06-12T00:00:00.000+03:00,01:33:40
74oBBbuPaSg,JyzJvJV,2019-06-12T00:00:00.000+03:00,01:33:40
74oBBbuPaSg,nZo1JHi,2019-06-12T00:00:00.000+03:00,01:33:40
Hn3BVO7oeXP,Phdnhi8,2019-06-10T00:00:00.000+03:00,03:44:33
Hn3BVO7oeXP,CDq6N2s,2019-06-10T00:00:00.000+03:00,03:44:33
Hn3BVO7oeXP,BsJHOH4,2019-06-10T00:00:00.000+03:00,03:44:33
I5NMzE4LcdQ,Ufbo6Gl,2019-06-11T00:00:00.000+03:00,16:33:28
I5NMzE4LcdQ,iJkgNfk,2019-06-11T00:00:00.000+03:00,16:33:28
Wxro5AaiSSI,pq5nxJP,2019-06-10T00:00:00.000+03:00,09:55:50
Wxro5AaiSSI,udkr8sZ,2019-06-10T00:00:00.000+03:00,09:55:50
Wxro5AaiSSI,nNif2gW,2019-06-10T00:00:00.000+03:00,09:55:50
Wxro5AaiSSI,NwQfycT,2019-06-10T00:00:00.000+03:00,09:55:50
Wxro5AaiSSI,U49OnsJ,2019-06-10T00:00:00.000+03:00,09:55:50
YWG6P8N45eQ,sA9usu6,2019-06-13T00:00:00.000+03:00,10:17:18
YWG6P8N45eQ,OKvxnPJ,2019-06-13T00:00:00.000+03:00,10:17:18
bMyqknj909n,ymQWtyu,2019-06-11T00:00:00.000+03:00,01:43:51
gF33midLYxb,rn7d9bJ,2019-06-14T00:00:00.000+03:00,03:04:22
gF33midLYxb,FQpRaFQ,2019-06-14T00:00:00.000+03:00,03:04:22
k01Jbv2jug2,uiDKPiI,2019-06-14T00:00:00.000+03:00,03:52:27
k01Jbv2jug2,AkY94vG,2019-06-14T00:00:00.000+03:00,03:52:27
k01Jbv2jug2,uquUzCw,2019-06-14T00:00:00.000+03:00,03:52:27
k01Jbv2jug2,eOUiPK7,2019-06-14T00:00:00.000+03:00,03:52:27
k01Jbv2jug2,MuefLbs,2019-06-14T00:00:00.000+03:00,03:52:27
FYFObaGlK4Q,1IVgT6X,2019-06-17T00:00:00.000+03:00,11:34:33
FYFObaGlK4Q,1OBwSmp,2019-06-17T00:00:00.000+03:00,11:34:33
FYFObaGlK4Q,6y7UoCg,2019-06-17T00:00:00.000+03:00,11:34:33
KdVKuoubHtU,93vF95k,2019-06-16T00:00:00.000+03:00,19:02:36
KdVKuoubHtU,PykSEc6,2019-06-16T00:00:00.000+03:00,19:02:36
oIpXWTYPGOs,pZ0CgyE,2019-06-13T00:00:00.000+03:00,10:34:25
oIpXWTYPGOs,P2OwaHl,2019-06-13T00:00:00.000+03:00,10:34:25
oIpXWTYPGOs,QnsJVcq,2019-06-13T00:00:00.000+03:00,10:34:25
oIpXWTYPGOs,BDfz9WK,2019-06-13T00:00:00.000+03:00,10:34:25
oIpXWTYPGOs,TjRUoxe,2019-06-13T00:00:00.000+03:00,10:34:25
814iPfEdDRq,W6MvZea,2019-06-14T00:00:00.000+03:00,02:34:52
814iPfEdDRq,6ULjJKJ,2019-06-14T00:00:00.000+03:00,02:34:52
814iPfEdDRq,t6GLJEe,2019-06-14T00:00:00.000+03:00,02:34:52
Pbt9PMCguA6,p6Oi6I4,2019-06-15T00:00:00.000+03:00,03:18:57
Pbt9PMCguA6,eVJ7t2z,2019-06-15T00:00:00.000+03:00,03:18:57
Pbt9PMCguA6,lpWmthj,2019-06-15T00:00:00.000+03:00,03:18:57
Pbt9PMCguA6,44xsQ9Q,2019-06-15T00:00:00.000+03:00,03:18:57
vUJgHPBBwjb,mnUoiVr,2019-06-17T00:00:00.000+03:00,21:38:32
vUJgHPBBwjb,eMntmc8,2019-06-17T00:00:00.000+03:00,21:38:32
vUJgHPBBwjb,4wuUuZ0,2019-06-17T00:00:00.000+03:00,21:38:32
AH8to3Rxfka,jMyY0ZJ,2019-06-10T00:00:00.000+03:00,02:09:47
AH8to3Rxfka,kLEiaJ2,2019-06-10T00:00:00.000+03:00,02:09:47
AH8to3Rxfka,2sCMOLg,2019-06-10T00:00:00.000+03:00,02:09:47
Wxro5AaiSSI,l7aZvmV,2019-06-11T00:00:00.000+03:00,03:35:24
Wxro5AaiSSI,Ea5COkO,2019-06-11T00:00:00.000+03:00,03:35:24
Wxro5AaiSSI,gRRjRvp,2019-06-11T00:00:00.000+03:00,03:35:24
Wxro5AaiSSI,LKZLRx8,2019-06-11T00:00:00.000+03:00,03:35:24
bQ47rjwQA8Z,Dovskit,2019-06-12T00:00:00.000+03:00,00:53:34
bQ47rjwQA8Z,QlzjTF0,2019-06-12T00:00:00.000+03:00,00:53:34
p8VCdPHXCuZ,rbcaG6t,2019-06-16T00:00:00.000+03:00,05:07:07
p8VCdPHXCuZ,bqKJOSm,2019-06-16T00:00:00.000+03:00,05:07:07
p8VCdPHXCuZ,I8e1np3,2019-06-16T00:00:00.000+03:00,05:07:07
p8VCdPHXCuZ,6dUZGbo,2019-06-16T00:00:00.000+03:00,05:07:07
p8VCdPHXCuZ,aXgY0MH,2019-06-16T00:00:00.000+03:00,05:07:07
2VsSDcyzFF7,EOKJPuk,2019-06-17T00:00:00.000+03:00,10:10:54
p8VCdPHXCuZ,A4VJLmI,2019-06-11T00:00:00.000+03:00,13:31:30
p8VCdPHXCuZ,CXgjGrH,2019-06-11T00:00:00.000+03:00,13:31:30
p8VCdPHXCuZ,VRT7Dr2,2019-06-11T00:00:00.000+03:00,13:31:30
p8VCdPHXCuZ,9EwI69B,2019-06-11T00:00:00.000+03:00,13:31:30
p8VCdPHXCuZ,s2Yf8TX,2019-06-11T00:00:00.000+03:00,13:31:30
BxKRvWMrY6I,UuJ2gnL,2019-06-14T00:00:00.000+03:00,18:24:35
BxKRvWMrY6I,MFoGgwN,2019-06-14T00:00:00.000+03:00,18:24:35
MlsUENcq3iO,yBmxD55,2019-06-15T00:00:00.000+03:00,07:05:25
jlcYc5PQ5u5,ifPpg76,2019-06-16T00:00:00.000+03:00,23:50:48
jlcYc5PQ5u5,NXWprwJ,2019-06-16T00:00:00.000+03:00,23:50:48
jlcYc5PQ5u5,bOnbabX,2019-06-16T00:00:00.000+03:00,23:50:48
jlcYc5PQ5u5,JOmVzPA,2019-06-16T00:00:00.000+03:00,23:50:48
jlcYc5PQ5u5,XODYVUo,2019-06-16T00:00:00.000+03:00,23:50:48
1AlMxb4jeZ8,9DqJDc2,2019-06-14T00:00:00.000+03:00,06:53:58
1AlMxb4jeZ8,YROV0is,2019-06-14T00:00:00.000+03:00,06:53:58
1AlMxb4jeZ8,Yp4dYMz,2019-06-14T00:00:00.000+03:00,06:53:58
1AlMxb4jeZ8,c3VD65G,2019-06-14T00:00:00.000+03:00,06:53:58
5PCmcWte4li,mVSgN5h,2019-06-12T00:00:00.000+03:00,09:45:41
NPDIW6jGkH2,ppJ0kU8,2019-06-15T00:00:00.000+03:00,08:36:27
NPDIW6jGkH2,WGQDkox,2019-06-15T00:00:00.000+03:00,08:36:27
NPDIW6jGkH2,a7X3Gry,2019-06-15T00:00:00.000+03:00,08:36:27
NPDIW6jGkH2,XQXRRv4,2019-06-15T00:00:00.000+03:00,08:36:27
NPDIW6jGkH2,inuC2LX,2019-06-15T00:00:00.000+03:00,08:36:27
bQ47rjwQA8Z,Fe16lcV,2019-06-14T00:00:00.000+03:00,03:03:22
nWiOqwQnfta,tW74L5A,2019-06-18T00:00:00.000+03:00,02:25:03
nWiOqwQnfta,GtSmO4k,2019-06-18T00:00:00.000+03:00,02:25:03
uv41T4StZ37,ImvPtoK,2019-06-10T00:00:00.000+03:00,22:37:31
uv41T4StZ37,m36ierj,2019-06-10T00:00:00.000+03:00,22:37:31
uv41T4StZ37,BtZsyev,2019-06-10T00:00:00.000+03:00,22:37:31
5PCmcWte4li,ggOsVWb,2019-06-15T00:00:00.000+03:00,23:14:23
5PCmcWte4li,LbkrgB3,2019-06-15T00:00:00.000+03:00,23:14:23
5PCmcWte4li,gs9EdTV,2019-06-15T00:00:00.000+03:00,23:14:23
5PCmcWte4li,JQBj4CG,2019-06-15T00:00:00.000+03:00,23:14:23
5PCmcWte4li,ZSKFojW,2019-06-15T00:00:00.000+03:00,23:14:23
MT9HnkOcAUA,35yMFZA,2019-06-17T00:00:00.000+03:00,00:31:44
MT9HnkOcAUA,4ssDy0H,2019-06-17T00:00:00.000+03:00,00:31:44
MT9HnkOcAUA,K4Wda2e,2019-06-17T00:00:00.000+03:00,00:31:44
1AlMxb4jeZ8,1kAow2r,2019-06-16T00:00:00.000+03:00,01:31:23
1AlMxb4jeZ8,iBsp1Tm,2019-06-16T00:00:00.000+03:00,01:31:23
1AlMxb4jeZ8,RHKCy3G,2019-06-16T00:00:00.000+03:00,01:31:23
BxKRvWMrY6I,TaXSonx,2019-06-10T00:00:00.000+03:00,13:46:35
BxKRvWMrY6I,GfKvdI9,2019-06-10T00:00:00.000+03:00,13:46:35
BxKRvWMrY6I,8K0frcA,2019-06-10T00:00:00.000+03:00,13:46:35
eyLiVKpbumX,RIHOle7,2019-06-17T00:00:00.000+03:00,06:24:14
eyLiVKpbumX,9LVXKIH,2019-06-17T00:00:00.000+03:00,06:24:14
eyLiVKpbumX,A2CW9gl,2019-06-17T00:00:00.000+03:00,06:24:14
eyLiVKpbumX,qCjHM1m,2019-06-17T00:00:00.000+03:00,06:24:14
eyLiVKpbumX,clOYHCp,2019-06-17T00:00:00.000+03:00,06:24:14
IHshPfu2MUo,kJVgP6c,2019-06-16T00:00:00.000+03:00,01:55:08
IHshPfu2MUo,OJpdNL5,2019-06-16T00:00:00.000+03:00,01:55:08
IHshPfu2MUo,iL35ZKK,2019-06-16T00:00:00.000+03:00,01:55:08
IHshPfu2MUo,E1vOtn1,2019-06-16T00:00:00.000+03:00,01:55:08
X7cYrWsMibY,OQsaEIW,2019-06-17T00:00:00.000+03:00,15:46:34
X7cYrWsMibY,qi2YaYi,2019-06-17T00:00:00.000+03:00,15:46:34
X7cYrWsMibY,81x9spi,2019-06-17T00:00:00.000+03:00,15:46:34
BxKRvWMrY6I,DcVSAKy,2019-06-16T00:00:00.000+03:00,11:55:05
BxKRvWMrY6I,AJDUVsf,2019-06-16T00:00:00.000+03:00,11:55:05
BxKRvWMrY6I,koLwPSt,2019-06-16T00:00:00.000+03:00,11:55:05
BxKRvWMrY6I,OpQZ55E,2019-06-16T00:00:00.000+03:00,11:55:05
BxKRvWMrY6I,RrrOj6A,2019-06-16T00:00:00.000+03:00,11:55:05
nWiOqwQnfta,49BWaJm,2019-06-17T00:00:00.000+03:00,06:20:56
nWiOqwQnfta,m2xk2cu,2019-06-17T00:00:00.000+03:00,06:20:56
nWiOqwQnfta,6hwEPZQ,2019-06-17T00:00:00.000+03:00,06:20:56
2VsSDcyzFF7,rAxlQW6,2019-06-18T00:00:00.000+03:00,04:23:03
IHshPfu2MUo,1QpCwMU,2019-06-18T00:00:00.000+03:00,02:23:54
IHshPfu2MUo,UFJv82a,2019-06-18T00:00:00.000+03:00,02:23:54
IHshPfu2MUo,W1T6UP0,2019-06-18T00:00:00.000+03:00,02:23:54
djBVUKLJdaU,jMtkwGY,2019-06-14T00:00:00.000+03:00,23:41:44
djBVUKLJdaU,kyOsEnC,2019-06-14T00:00:00.000+03:00,23:41:44
djBVUKLJdaU,iuzOlbe,2019-06-14T00:00:00.000+03:00,23:41:44
jlcYc5PQ5u5,BLIX8qv,2019-06-18T00:00:00.000+03:00,01:31:19
jlcYc5PQ5u5,NYca6w8,2019-06-18T00:00:00.000+03:00,01:31:19
jlcYc5PQ5u5,skKtIWq,2019-06-18T00:00:00.000+03:00,01:31:19
1AlMxb4jeZ8,VrE3Mr8,2019-06-11T00:00:00.000+03:00,12:46:18
1AlMxb4jeZ8,Z0SBQ7L,2019-06-11T00:00:00.000+03:00,12:46:18
1AlMxb4jeZ8,aASolix,2019-06-11T00:00:00.000+03:00,12:46:18
8x9rwGukOmB,H0sGidD,2019-06-11T00:00:00.000+03:00,02:49:20
gF33midLYxb,dedy0yv,2019-06-10T00:00:00.000+03:00,13:53:39
gF33midLYxb,N4dNQ9e,2019-06-10T00:00:00.000+03:00,13:53:39
k01Jbv2jug2,Y7PjVY1,2019-06-18T00:00:00.000+03:00,13:53:48
k01Jbv2jug2,8ji6Bkm,2019-06-18T00:00:00.000+03:00,13:53:48
k01Jbv2jug2,GxsNJt8,2019-06-18T00:00:00.000+03:00,13:53:48
uTQimz0xfbI,O2fSbWE,2019-06-18T00:00:00.000+03:00,07:41:57
WD5Lr4HkCqo,W96oB3x,2019-06-15T00:00:00.000+03:00,13:55:10
eq7EJ9tSb3v,Gfn5o6p,2019-06-17T00:00:00.000+03:00,02:47:04
qpzO9bDEXYB,bscKHkj,2019-06-16T00:00:00.000+03:00,16:09:01
BxKRvWMrY6I,VpDupnZ,2019-06-13T00:00:00.000+03:00,01:12:00
BxKRvWMrY6I,l55DRpI,2019-06-13T00:00:00.000+03:00,01:12:00
BxKRvWMrY6I,6G57ktT,2019-06-13T00:00:00.000+03:00,01:12:00
YzfYeIz55BB,a3IrFrN,2019-06-10T00:00:00.000+03:00,13:58:48
YzfYeIz55BB,vDjlSx5,2019-06-10T00:00:00.000+03:00,13:58:48
YzfYeIz55BB,1G7lKVv,2019-06-10T00:00:00.000+03:00,13:58:48
dtj3qBnaJ0E,2oQtMVp,2019-06-10T00:00:00.000+03:00,07:02:02
dtj3qBnaJ0E,SuNmFgU,2019-06-10T00:00:00.000+03:00,07:02:02
dtj3qBnaJ0E,TN5gIH6,2019-06-10T00:00:00.000+03:00,07:02:02
dtj3qBnaJ0E,FXjWcWn,2019-06-10T00:00:00.000+03:00,07:02:02
dtj3qBnaJ0E,IRyhYYW,2019-06-10T00:00:00.000+03:00,07:02:02
KFto5Cml9aH,oI5fBim,2019-06-16T00:00:00.000+03:00,12:14:09
KFto5Cml9aH,vNeX7yz,2019-06-16T00:00:00.000+03:00,12:14:09
KFto5Cml9aH,d3OdNNo,2019-06-16T00:00:00.000+03:00,12:14:09
KFto5Cml9aH,KRcMeV9,2019-06-16T00:00:00.000+03:00,12:14:09
nGw2Qqb7Ll8,dlmb58A,2019-06-15T00:00:00.000+03:00,03:15:03
nGw2Qqb7Ll8,dgUNo2J,2019-06-15T00:00:00.000+03:00,03:15:03
nGw2Qqb7Ll8,w8Fbjd7,2019-06-15T00:00:00.000+03:00,03:15:03
sHqLZ3ygoVI,kqR2qVv,2019-06-18T00:00:00.000+03:00,13:21:32
sHqLZ3ygoVI,Rd1npAo,2019-06-18T00:00:00.000+03:00,13:21:32
sHqLZ3ygoVI,v1dwFVB,2019-06-18T00:00:00.000+03:00,13:21:32
sHqLZ3ygoVI,hx6ar5y,2019-06-18T00:00:00.000+03:00,13:21:32
sHqLZ3ygoVI,xiPikXc,2019-06-18T00:00:00.000+03:00,13:21:32
t126DDTsC60,1bxF48B,2019-06-15T00:00:00.000+03:00,01:45:01
t126DDTsC60,BkCkdKt,2019-06-15T00:00:00.000+03:00,01:45:01
t126DDTsC60,EkModV2,2019-06-15T00:00:00.000+03:00,01:45:01
1LUtll0EWsV,opLt3Qv,2019-06-18T00:00:00.000+03:00,13:05:21
1LUtll0EWsV,3JSM1Ug,2019-06-18T00:00:00.000+03:00,13:05:21
5PCmcWte4li,wgrmpXr,2019-06-13T00:00:00.000+03:00,10:20:29
5PCmcWte4li,g6ecVSI,2019-06-13T00:00:00.000+03:00,10:20:29
5PCmcWte4li,atVpIy1,2019-06-13T00:00:00.000+03:00,10:20:29
kdg3hBfiwCk,rozYjqY,2019-06-13T00:00:00.000+03:00,00:36:33
kdg3hBfiwCk,h4mUrSX,2019-06-13T00:00:00.000+03:00,00:36:33
P7BrHI2xkol,2Sua2Ca,2019-06-11T00:00:00.000+03:00,01:54:04
P7BrHI2xkol,qy03adH,2019-06-11T00:00:00.000+03:00,01:54:04
WD5Lr4HkCqo,U1rO6q3,2019-06-13T00:00:00.000+03:00,02:02:16
WD5Lr4HkCqo,SNy5MfC,2019-06-13T00:00:00.000+03:00,02:02:16
WD5Lr4HkCqo,MP5lWjJ,2019-06-13T00:00:00.000+03:00,02:02:16
ChPjT8d8BRX,wIl1WqO,2019-06-15T00:00:00.000+03:00,03:42:51
ChPjT8d8BRX,AWqOW1d,2019-06-15T00:00:00.000+03:00,03:42:51
ChPjT8d8BRX,kt1TP17,2019-06-15T00:00:00.000+03:00,03:42:51
ChPjT8d8BRX,27Qh2gG,2019-06-15T00:00:00.000+03:00,03:42:51
ChPjT8d8BRX,8K7kIia,2019-06-15T00:00:00.000+03:00,03:42:51
jlcYc5PQ5u5,q3LNkTW,2019-06-11T00:00:00.000+03:00,13:05:13
jlcYc5PQ5u5,jfWjiQr,2019-06-11T00:00:00.000+03:00,13:05:13
jlcYc5PQ5u5,rf9Ooho,2019-06-11T00:00:00.000+03:00,13:05:13
jlcYc5PQ5u5,FKmZOb3,2019-06-11T00:00:00.000+03:00,13:05:13
oQ9FOYI48SY,caWaz2g,2019-06-15T00:00:00.000+03:00,05:09:15
oQ9FOYI48SY,85sj00X,2019-06-15T00:00:00.000+03:00,05:09:15
oQ9FOYI48SY,eCGyMJK,2019-06-15T00:00:00.000+03:00,05:09:15
oQ9FOYI48SY,fnp5RlL,2019-06-15T00:00:00.000+03:00,05:09:15
M3T4nO5g8jm,sWTb524,2019-06-12T00:00:00.000+03:00,06:46:32
bQ47rjwQA8Z,UTxCV8N,2019-06-15T00:00:00.000+03:00,21:26:56
bQ47rjwQA8Z,RBqSGuk,2019-06-15T00:00:00.000+03:00,21:26:56
bQ47rjwQA8Z,d9uywj0,2019-06-15T00:00:00.000+03:00,21:26:56
bQ47rjwQA8Z,VwmEzvR,2019-06-15T00:00:00.000+03:00,21:26:56
bQ47rjwQA8Z,XP389mr,2019-06-15T00:00:00.000+03:00,21:26:56
biXRQ1DEME2,2s6xWGq,2019-06-15T00:00:00.000+03:00,15:21:31
biXRQ1DEME2,xm2SFN0,2019-06-15T00:00:00.000+03:00,15:21:31
biXRQ1DEME2,qmE1wNg,2019-06-11T00:00:00.000+03:00,00:34:51
biXRQ1DEME2,gRsT7yA,2019-06-11T00:00:00.000+03:00,00:34:51
biXRQ1DEME2,VHmdrl9,2019-06-11T00:00:00.000+03:00,00:34:51
biXRQ1DEME2,OWVZxbs,2019-06-11T00:00:00.000+03:00,00:34:51
uv41T4StZ37,PGSMZYC,2019-06-14T00:00:00.000+03:00,06:07:40
uv41T4StZ37,Ltm5K3f,2019-06-14T00:00:00.000+03:00,06:07:40
uv41T4StZ37,BTyOKmZ,2019-06-14T00:00:00.000+03:00,06:07:40
zkqGJIveVuo,zfcIJ6j,2019-06-13T00:00:00.000+03:00,20:29:07
zkqGJIveVuo,HGnUoJy,2019-06-13T00:00:00.000+03:00,20:29:07
zkqGJIveVuo,FLKCkFg,2019-06-13T00:00:00.000+03:00,20:29:07
zkqGJIveVuo,5gwIjOi,2019-06-13T00:00:00.000+03:00,20:29:07
8x9rwGukOmB,lZVSO6a,2019-06-14T00:00:00.000+03:00,02:48:57
8x9rwGukOmB,Su0jgL0,2019-06-14T00:00:00.000+03:00,02:48:57
8x9rwGukOmB,evPIMW8,2019-06-14T00:00:00.000+03:00,02:48:57
8x9rwGukOmB,MRAiPKK,2019-06-14T00:00:00.000+03:00,02:48:57
8x9rwGukOmB,lgO5bd7,2019-06-14T00:00:00.000+03:00,02:48:57
W0MLje6q4Sb,N7WqTfu,2019-06-13T00:00:00.000+03:00,05:56:52
W0MLje6q4Sb,HFnpYXy,2019-06-13T00:00:00.000+03:00,05:56:52
W0MLje6q4Sb,WQZbZXu,2019-06-13T00:00:00.000+03:00,05:56:52
W0MLje6q4Sb,ltABK5T,2019-06-13T00:00:00.000+03:00,05:56:52
O9zC9Tx6eJv,pMn3wbp,2019-06-11T00:00:00.000+03:00,04:30:34
